,CID,HBondDonorCount,HBondAcceptorCount,MolecularWeight,XLogP,CanonicalSMILES,IsomericSMILES,HitFreq,Include
11519,29133232,1,2,319.4,2.7,C1CN(CCN1)C(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4,C1CN(CCN1)C(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4,4,1
11520,29133918,2,3,382.5,1.2,C1CC1NC(=O)CCCC(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,C1CC1NC(=O)CCCC(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,4,1
11521,29134050,2,2,361.4,3.0,C1CC1C(=O)NCCNC(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4,C1CC1C(=O)NCCNC(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4,1,1
11522,29134426,3,4,344.4,0.5,C1COCCN1C(=O)C(=O)NCCNC(=O)C2=CC3=CC=CC=C3N2,C1COCCN1C(=O)C(=O)NCCNC(=O)C2=CC3=CC=CC=C3N2,1,1
11523,29134520,2,2,335.4,2.5,CC(=O)NCCNC(=O)C1=CC2=CC=CC=C2N1CC3=CC=CC=C3,CC(=O)NCCNC(=O)C1=CC2=CC=CC=C2N1CC3=CC=CC=C3,4,1
11524,29134828,2,3,404.5,2.8,C1CN(CCN1C(=O)C2=CC3=CC=CC=C3N2)C(=O)C(=O)NCCC4=CC=CC=C4,C1CN(CCN1C(=O)C2=CC3=CC=CC=C3N2)C(=O)C(=O)NCCC4=CC=CC=C4,6,1
11525,29135049,2,2,321.4,2.7,CN1C2=CC=CC=C2C=C1C(=O)NCCNC(=O)C3=CC=CC=C3,CN1C2=CC=CC=C2C=C1C(=O)NCCNC(=O)C3=CC=CC=C3,4,1
11526,29135128,4,4,365.4,1.1,C1=CC=C2C(=C1)C=C(N2)C(=O)NCCNC(=O)C(=O)NCC3=CC=NC=C3,C1=CC=C2C(=C1)C=C(N2)C(=O)NCCNC(=O)C(=O)NCC3=CC=NC=C3,1,1
11527,29135196,5,4,413.5,2.0,CC1(CC(CC(N1)(C)C)NC(=O)C(=O)NCCNC(=O)C2=CC3=CC=CC=C3N2)C,CC1(CC(CC(N1)(C)C)NC(=O)C(=O)NCCNC(=O)C2=CC3=CC=CC=C3N2)C,4,1
11528,29135665,2,3,368.4,0.8,C1CC1NC(=O)CCC(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,C1CC1NC(=O)CCC(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,4,1
11529,29135854,2,4,418.4,2.1,CC(=O)C1=CC(=CC=C1)NC(=O)C(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,CC(=O)C1=CC(=CC=C1)NC(=O)C(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,4,1
11530,29136154,0,2,373.4,3.3,CN1C2=CC=CC=C2C=C1C(=O)N3CCN(CC3)C(=O)C=CC4=CC=CC=C4,CN1C2=CC=CC=C2C=C1C(=O)N3CCN(CC3)C(=O)/C=C/C4=CC=CC=C4,2,1
11531,29136240,2,3,418.5,3.1,C1CN(CCN1C(=O)C2=CC3=CC=CC=C3N2)C(=O)C(=O)NCCCC4=CC=CC=C4,C1CN(CCN1C(=O)C2=CC3=CC=CC=C3N2)C(=O)C(=O)NCCCC4=CC=CC=C4,6,1
11532,29136995,2,2,293.4,2.3,C1=CC=C(C=C1)CN2C3=CC=CC=C3C=C2C(=O)NCCN,C1=CC=C(C=C1)CN2C3=CC=CC=C3C=C2C(=O)NCCN,2,1
11533,29137048,4,4,392.4,1.9,CC(=O)C1=CC(=CC=C1)NC(=O)C(=O)NCCNC(=O)C2=CC3=CC=CC=C3N2,CC(=O)C1=CC(=CC=C1)NC(=O)C(=O)NCCNC(=O)C2=CC3=CC=CC=C3N2,1,1
11534,29138938,2,3,408.5,2.9,C1CCC(=CC1)CCNC(=O)C(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,C1CCC(=CC1)CCNC(=O)C(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,6,1
11535,29139148,4,4,365.4,1.1,C1=CC=C2C(=C1)C=C(N2)C(=O)NCCNC(=O)C(=O)NCC3=CC=CC=N3,C1=CC=C2C(=C1)C=C(N2)C(=O)NCCNC(=O)C(=O)NCC3=CC=CC=N3,1,1
11536,29139559,2,3,384.5,1.5,CC(C)NC(=O)CCCC(=O)N1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,CC(C)NC(=O)CCCC(=O)N1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,6,1
11537,29139990,2,2,347.4,3.1,CN1C2=CC=CC=C2C=C1C(=O)NCCNC(=O)C=CC3=CC=CC=C3,CN1C2=CC=CC=C2C=C1C(=O)NCCNC(=O)/C=C/C3=CC=CC=C3,4,1
11538,29140119,0,2,403.5,4.1,CC(C)(C)C(=O)N1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4,CC(C)(C)C(=O)N1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4,1,1
11539,29140306,2,2,363.5,3.6,CC(C)C(=O)NCCNC(=O)C1=CC2=CC=CC=C2N1CC3=CC=CC=C3,CC(C)C(=O)NCCNC(=O)C1=CC2=CC=CC=C2N1CC3=CC=CC=C3,2,1
11540,29140566,2,3,398.5,2.0,CC(C)CCNC(=O)CCC(=O)N1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,CC(C)CCNC(=O)CCC(=O)N1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,4,1
11541,29196246,2,1,230.31,3.9,CCCCCNC(=O)C1=CC2=CC=CC=C2N1,CCCCCNC(=O)C1=CC2=CC=CC=C2N1,2,1
11542,29200574,1,1,256.34,3.6,CCC1CCCCN1C(=O)C2=CC3=CC=CC=C3N2,CC[C@@H]1CCCCN1C(=O)C2=CC3=CC=CC=C3N2,5,1
11543,29200576,1,1,256.34,3.6,CCC1CCCCN1C(=O)C2=CC3=CC=CC=C3N2,CC[C@H]1CCCCN1C(=O)C2=CC3=CC=CC=C3N2,5,0
11544,29202763,2,2,232.28,2.3,COCCCNC(=O)C1=CC2=CC=CC=C2N1,COCCCNC(=O)C1=CC2=CC=CC=C2N1,1,1
11545,29203063,2,2,285.34,1.6,C1CC(=O)N(C1)CCCNC(=O)C2=CC3=CC=CC=C3N2,C1CC(=O)N(C1)CCCNC(=O)C2=CC3=CC=CC=C3N2,1,1
11546,29204733,2,1,230.31,3.7,CC(C)CCNC(=O)C1=CC2=CC=CC=C2N1,CC(C)CCNC(=O)C1=CC2=CC=CC=C2N1,2,1
11547,29220401,1,1,292.4,4.5,CCC1=CC=C(C=C1)CN(C)C(=O)C2=CC3=CC=CC=C3N2,CCC1=CC=C(C=C1)CN(C)C(=O)C2=CC3=CC=CC=C3N2,4,1
11548,29230282,1,1,278.3,4.1,CC1=CC=C(C=C1)CN(C)C(=O)C2=CC3=CC=CC=C3N2,CC1=CC=C(C=C1)CN(C)C(=O)C2=CC3=CC=CC=C3N2,4,1
11549,29257578,2,2,293.4,3.0,CN(C)C1=CC=CC=C1C(=O)NCC2=CC3=CC=CC=C3N2,CN(C)C1=CC=CC=C1C(=O)NCC2=CC3=CC=CC=C3N2,1,1
11550,29259304,1,2,347.4,3.1,C1CN(C(=O)CN1C(=O)C2=CC3=CC=CC=C3N2)CCC4=CC=CC=C4,C1CN(C(=O)CN1C(=O)C2=CC3=CC=CC=C3N2)CCC4=CC=CC=C4,6,1
11551,29355034,2,2,274.36,3.5,CCCCOCCCNC(=O)C1=CC2=CC=CC=C2N1,CCCCOCCCNC(=O)C1=CC2=CC=CC=C2N1,1,1
11552,29653057,2,3,404.5,3.2,CC1=CC(=C2C=C(NC2=C1)C(=O)N3CCN(CC3)CC(=O)NCC4=CC=CC=C4)C,CC1=CC(=C2C=C(NC2=C1)C(=O)N3CCN(CC3)CC(=O)NCC4=CC=CC=C4)C,6,1
11553,30278917,1,2,387.5,3.7,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N4CCN(CC4)C(=O)C5=CC=CC=C5,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N4CCN(CC4)C(=O)C5=CC=CC=C5,5,1
11554,30336578,1,3,345.4,3.9,C1CCN(C1)C(=O)C2=CC=CC=C2NC(=O)C3=NC4=CC=CC=C4C=C3,C1CCN(C1)C(=O)C2=CC=CC=C2NC(=O)C3=NC4=CC=CC=C4C=C3,1,1
11555,30380331,2,3,319.4,2.5,CC(=O)NC1=CC=C(C=C1)CNC(=O)C2=NC3=CC=CC=C3C=C2,CC(=O)NC1=CC=C(C=C1)CNC(=O)C2=NC3=CC=CC=C3C=C2,3,1
11556,30457953,2,3,376.5,2.5,C1CN(CCN1CC(=O)NCC2=CC=CC=C2)C(=O)C3=CC4=CC=CC=C4N3,C1CN(CCN1CC(=O)NCC2=CC=CC=C2)C(=O)C3=CC4=CC=CC=C4N3,6,1
11557,30459610,2,2,347.4,2.3,C1CN(CC2=C1NC3=CC=CC=C23)C(=O)CCNC(=O)C4=CC=CC=C4,C1CN(CC2=C1NC3=CC=CC=C23)C(=O)CCNC(=O)C4=CC=CC=C4,1,1
11558,30542916,1,3,382.5,2.5,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCN(CC3)CC(=O)N4CCCCC4)C,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCN(CC3)CC(=O)N4CCCCC4)C,5,1
11559,30688830,1,3,370.5,2.3,CCN(CC)C(=O)CN1CCN(CC1)C(=O)C2=CC3=C(C=C2)NC(=C3C)C,CCN(CC)C(=O)CN1CCN(CC1)C(=O)C2=CC3=C(C=C2)NC(=C3C)C,5,1
11560,30780430,3,4,378.4,2.1,C1COCCN1CC(=O)NC2=CC=C(C=C2)NC(=O)C3=CC4=CC=CC=C4N3,C1COCCN1CC(=O)NC2=CC=C(C=C2)NC(=O)C3=CC4=CC=CC=C4N3,1,1
11561,30828667,2,2,311.4,3.1,CN1CCC(CC1)NC(=O)C2=CC3=C(C=C2)NC4=C3CCCC4,CN1CCC(CC1)NC(=O)C2=CC3=C(C=C2)NC4=C3CCCC4,4,1
11562,30856930,2,2,321.4,2.2,CC1=CC2=CC=CC=C2N1CC(=O)NCC3=CC(=CC=C3)C(=O)N,CC1=CC2=CC=CC=C2N1CC(=O)NCC3=CC(=CC=C3)C(=O)N,3,1
11563,30858933,2,2,335.4,2.6,CC1=CC2=CC=CC=C2N1CC(=O)NCC3=CC(=CC=C3)C(=O)NC,CC1=CC2=CC=CC=C2N1CC(=O)NCC3=CC(=CC=C3)C(=O)NC,3,1
11564,30888259,2,2,287.4,3.7,CC(C)N(CCNC(=O)C1=CC2=CC=CC=C2N1)C(C)C,CC(C)N(CCNC(=O)C1=CC2=CC=CC=C2N1)C(C)C,4,1
11565,30900306,2,3,390.5,4.1,CC1=CC(=CC=C1)N2CCN(CC2)CCNC(=O)C3=CC4=C(C=C3)NC(=C4C)C,CC1=CC(=CC=C1)N2CCN(CC2)CCNC(=O)C3=CC4=C(C=C3)NC(=C4C)C,5,1
11566,31217369,1,2,279.34,2.5,CC1=CC=C(N1C)CNC(=O)C2=NC3=CC=CC=C3C=C2,CC1=CC=C(N1C)CNC(=O)C2=NC3=CC=CC=C3C=C2,1,1
11567,31282088,1,2,361.5,3.9,CC1=CC(=CC=C1)CN2CCN(CC2)C(=O)C3=CC4=C(C=C3)NC(=C4C)C,CC1=CC(=CC=C1)CN2CCN(CC2)C(=O)C3=CC4=C(C=C3)NC(=C4C)C,5,1
11568,31330429,1,3,359.5,3.9,CC1=NC2=CC=CC=C2C(=C1)C(=O)NCC(C3=CC=CC=C3)N4CCCC4,CC1=NC2=CC=CC=C2C(=C1)C(=O)NC[C@H](C3=CC=CC=C3)N4CCCC4,1,1
11569,31330433,1,3,359.5,3.9,CC1=NC2=CC=CC=C2C(=C1)C(=O)NCC(C3=CC=CC=C3)N4CCCC4,CC1=NC2=CC=CC=C2C(=C1)C(=O)NC[C@@H](C3=CC=CC=C3)N4CCCC4,1,0
11570,31348880,2,3,416.5,3.5,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N4CCN(CC4)CC(=O)NC5=CC=CC=C5,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N4CCN(CC4)CC(=O)NC5=CC=CC=C5,5,1
11571,31349075,2,3,390.5,3.0,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCN(CC3)CC(=O)NC4=CC=CC=C4)C,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCN(CC3)CC(=O)NC4=CC=CC=C4)C,6,1
11572,31349387,2,3,362.4,2.6,C1CN(CCN1CC(=O)NC2=CC=CC=C2)C(=O)C3=CC4=CC=CC=C4N3,C1CN(CCN1CC(=O)NC2=CC=CC=C2)C(=O)C3=CC4=CC=CC=C4N3,6,1
11573,31364862,1,1,314.4,4.6,CN(CC1=CC2=CC=CC=C2C=C1)C(=O)C3=CC4=CC=CC=C4N3,CN(CC1=CC2=CC=CC=C2C=C1)C(=O)C3=CC4=CC=CC=C4N3,3,1
11574,31365757,2,3,362.5,3.9,CCN1CCN(CC1)C2=CC(=C(C=C2)NC(=O)C3=CC4=CC=CC=C4N3)C,CCN1CCN(CC1)C2=CC(=C(C=C2)NC(=O)C3=CC4=CC=CC=C4N3)C,4,1
11575,31369294,2,3,315.37,3.1,CCOC(=O)N1CCC(CC1)NC(=O)C2=CC3=CC=CC=C3N2,CCOC(=O)N1CCC(CC1)NC(=O)C2=CC3=CC=CC=C3N2,2,1
11576,31369761,1,2,341.4,3.0,CCN(CC)C(=O)CN(C)C(=O)C1=CC2=C(C=C1)NC3=C2CCCC3,CCN(CC)C(=O)CN(C)C(=O)C1=CC2=C(C=C1)NC3=C2CCCC3,5,1
11577,31370050,1,2,287.36,2.1,CCN(CC)C(=O)CN(C)C(=O)C1=CC2=CC=CC=C2N1,CCN(CC)C(=O)CN(C)C(=O)C1=CC2=CC=CC=C2N1,4,1
11578,31411967,2,4,390.4,2.0,CCN(CCC(=O)NC1=CC=C(C=C1)C(=O)N)C(=O)C2=NC3=CC=CC=C3C=C2,CCN(CCC(=O)NC1=CC=C(C=C1)C(=O)N)C(=O)C2=NC3=CC=CC=C3C=C2,3,1
11579,31427258,2,3,326.4,1.6,C1CC1NC(=O)CN2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,C1CC1NC(=O)CN2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,4,1
11580,31428100,1,3,340.4,1.7,C1CCN(C1)C(=O)CN2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,C1CCN(C1)C(=O)CN2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,2,1
11581,31507965,1,4,331.3,2.3,CN1C(=O)C2=C(C1=O)C=C(C=C2)NC(=O)C3=NC4=CC=CC=C4C=C3,CN1C(=O)C2=C(C1=O)C=C(C=C2)NC(=O)C3=NC4=CC=CC=C4C=C3,1,1
11582,31750558,2,2,301.4,2.4,CC1=C(NC2=C1C=C(C=C2)C(=O)N(C)CC(=O)NC(C)C)C,CC1=C(NC2=C1C=C(C=C2)C(=O)N(C)CC(=O)NC(C)C)C,5,1
11583,31800177,2,3,404.5,3.4,CCC1=CC=CC=C1NC(=O)CN2CCN(CC2)C(=O)C3=C(NC4=CC=CC=C43)C,CCC1=CC=CC=C1NC(=O)CN2CCN(CC2)C(=O)C3=C(NC4=CC=CC=C43)C,1,1
11584,31887615,4,2,336.4,3.4,CC(C)NC(=O)NC1=CC=CC(=C1)NC(=O)C2=CC3=CC=CC=C3N2,CC(C)NC(=O)NC1=CC=CC(=C1)NC(=O)C2=CC3=CC=CC=C3N2,1,1
11585,31905238,2,3,356.5,1.8,CC1=C(C2=CC=CC=C2N1)CC(=O)N3CCN(CC3)CC(=O)NC(C)C,CC1=C(C2=CC=CC=C2N1)CC(=O)N3CCN(CC3)CC(=O)NC(C)C,1,1
11586,31906665,2,3,370.5,2.3,CCCCNC(=O)CN1CCN(CC1)C(=O)CC2=C(NC3=CC=CC=C32)C,CCCCNC(=O)CN1CCN(CC1)C(=O)CC2=C(NC3=CC=CC=C32)C,1,1
11587,31936445,2,2,349.4,3.8,CC1=CC2=C(C=C1)C=C(N2)C(=O)N(C)CC(=O)NC3=C(C=CC=C3C)C,CC1=CC2=C(C=C1)C=C(N2)C(=O)N(C)CC(=O)NC3=C(C=CC=C3C)C,3,1
11588,31970042,1,3,305.4,3.2,CN(C)CC1=CC=CC=C1NC(=O)C2=NC3=CC=CC=C3C=C2,CN(C)CC1=CC=CC=C1NC(=O)C2=NC3=CC=CC=C3C=C2,1,1
11589,31976296,2,2,349.4,4.0,CCCN(CC(=O)NC1=CC=CC=C1C)C(=O)C2=CC3=CC=CC=C3N2,CCCN(CC(=O)NC1=CC=CC=C1C)C(=O)C2=CC3=CC=CC=C3N2,5,1
11590,32002879,2,4,335.4,1.9,CS(=O)(=O)NCC1CCCCN1C(=O)C2=CC3=CC=CC=C3N2,CS(=O)(=O)NC[C@@H]1CCCCN1C(=O)C2=CC3=CC=CC=C3N2,2,1
11591,32002881,2,4,335.4,1.9,CS(=O)(=O)NCC1CCCCN1C(=O)C2=CC3=CC=CC=C3N2,CS(=O)(=O)NC[C@H]1CCCCN1C(=O)C2=CC3=CC=CC=C3N2,2,0
11592,32003747,2,2,375.5,3.4,CC1=C(C2=CC=CC=C2N1)CC(=O)N3CCC(CC3)NC(=O)C4=CC=CC=C4,CC1=C(C2=CC=CC=C2N1)CC(=O)N3CCC(CC3)NC(=O)C4=CC=CC=C4,4,1
11593,32059359,2,2,349.4,3.8,CC1=CC2=C(C=C1)C=C(N2)C(=O)N(C)CC(=O)NC3=CC=CC(=C3C)C,CC1=CC2=C(C=C1)C=C(N2)C(=O)N(C)CC(=O)NC3=CC=CC(=C3C)C,1,1
11594,32133254,3,2,335.4,3.7,CC1=CC2=C(C=C1)C=C(N2)C(=O)NCC(=O)NC3=C(C=CC=C3C)C,CC1=CC2=C(C=C1)C=C(N2)C(=O)NCC(=O)NC3=C(C=CC=C3C)C,3,1
11595,32183927,3,2,335.4,2.6,CC1=C(C2=CC=CC=C2N1)CC(=O)NCCNC(=O)C3=CC=CC=C3,CC1=C(C2=CC=CC=C2N1)CC(=O)NCCNC(=O)C3=CC=CC=C3,4,1
11596,32192774,2,2,375.5,4.1,CC1=C(C2=CC=CC=C2N1)CC(=O)NC3=CC=CC=C3C(=O)N4CCCCC4,CC1=C(C2=CC=CC=C2N1)CC(=O)NC3=CC=CC=C3C(=O)N4CCCCC4,1,1
11597,32229959,3,2,307.3,2.9,CC1=C(C=C(C=C1)C(=O)NC)NC(=O)C2=CC3=CC=CC=C3N2,CC1=C(C=C(C=C1)C(=O)NC)NC(=O)C2=CC3=CC=CC=C3N2,2,1
11598,32234907,2,2,321.4,3.8,CCN(CC)CC1=CC(=CC=C1)NC(=O)C2=CC3=CC=CC=C3N2,CCN(CC)CC1=CC(=CC=C1)NC(=O)C2=CC3=CC=CC=C3N2,4,1
11599,32247391,3,2,349.4,4.0,CC1=CC2=C(C=C1)NC(=C2)C(=O)NCC(=O)NC3=C(C=C(C=C3C)C)C,CC1=CC2=C(C=C1)NC(=C2)C(=O)NCC(=O)NC3=C(C=C(C=C3C)C)C,6,1
11600,32247412,3,2,349.4,4.0,CC1=CC2=C(C=C1)C=C(N2)C(=O)NCC(=O)NC3=C(C=C(C=C3C)C)C,CC1=CC2=C(C=C1)C=C(N2)C(=O)NCC(=O)NC3=C(C=C(C=C3C)C)C,5,1
11601,32298888,2,2,333.4,3.3,C1CC(N(C1)C(=O)C2=CC3=CC=CC=C3N2)C(=O)NC4=CC=CC=C4,C1C[C@H](N(C1)C(=O)C2=CC3=CC=CC=C3N2)C(=O)NC4=CC=CC=C4,4,1
11602,32298891,2,2,333.4,3.3,C1CC(N(C1)C(=O)C2=CC3=CC=CC=C3N2)C(=O)NC4=CC=CC=C4,C1C[C@@H](N(C1)C(=O)C2=CC3=CC=CC=C3N2)C(=O)NC4=CC=CC=C4,4,0
11603,32426666,1,2,289.3,3.5,CN(CC1=CC=C(C=C1)C#N)C(=O)C2=CC3=CC=CC=C3N2,CN(CC1=CC=C(C=C1)C#N)C(=O)C2=CC3=CC=CC=C3N2,1,1
11604,32439838,2,2,361.4,3.0,CC1=CC2=C(N1)C=CC(=C2)NC(=O)C3=CC=C(C=C3)CN4CCCCC4=O,CC1=CC2=C(N1)C=CC(=C2)NC(=O)C3=CC=C(C=C3)CN4CCCCC4=O,1,1
11605,32446985,1,2,325.4,3.3,CC(C)N1CCN(CC1)C(=O)C2=CC3=C(C=C2)NC4=C3CCCC4,CC(C)N1CCN(CC1)C(=O)C2=CC3=C(C=C2)NC4=C3CCCC4,5,1
11606,32489614,2,3,356.5,2.3,CCCNC(=O)CN1CCN(CC1)C(=O)C2=CC3=C(C=C2)NC(=C3C)C,CCCNC(=O)CN1CCN(CC1)C(=O)C2=CC3=C(C=C2)NC(=C3C)C,5,1
11607,32541270,2,2,367.5,3.6,CC(C)C(=O)N1CCC(CC1)NC(=O)C2=CC3=C(C=C2)NC4=C3CCCC4,CC(C)C(=O)N1CCC(CC1)NC(=O)C2=CC3=C(C=C2)NC4=C3CCCC4,5,1
11608,32584172,2,2,327.4,3.1,CC1=CC2=C(C=C1)NC(=C2)C(=O)NC3CCN(CC3)C(=O)C(C)C,CC1=CC2=C(C=C1)NC(=C2)C(=O)NC3CCN(CC3)C(=O)C(C)C,6,1
11609,32584180,2,2,327.4,3.1,CC1=CC2=C(C=C1)C=C(N2)C(=O)NC3CCN(CC3)C(=O)C(C)C,CC1=CC2=C(C=C1)C=C(N2)C(=O)NC3CCN(CC3)C(=O)C(C)C,4,1
11610,32637725,3,2,307.3,2.4,CC1=CC2=C(C=C1)C=C(N2)C(=O)NCC3=CC(=CC=C3)C(=O)N,CC1=CC2=C(C=C1)C=C(N2)C(=O)NCC3=CC(=CC=C3)C(=O)N,3,1
11611,32693077,1,3,354.4,2.0,C1CCN(CC1)C(=O)CN2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,C1CCN(CC1)C(=O)CN2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,4,1
11612,32773449,1,2,375.5,3.9,CCC1=CC=C(C=C1)C(=O)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)C,CCC1=CC=C(C=C1)C(=O)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)C,6,1
11613,32824988,1,1,304.4,4.4,C1CC(N(C1)C(=O)C2=CC3=CC=CC=C3N2)CC4=CC=CC=C4,C1C[C@@H](N(C1)C(=O)C2=CC3=CC=CC=C3N2)CC4=CC=CC=C4,4,1
11614,32824992,1,1,304.4,4.4,C1CC(N(C1)C(=O)C2=CC3=CC=CC=C3N2)CC4=CC=CC=C4,C1C[C@H](N(C1)C(=O)C2=CC3=CC=CC=C3N2)CC4=CC=CC=C4,4,0
11615,32850566,2,2,307.3,2.7,CN(C)C(=O)C1=CC(=CC=C1)NC(=O)C2=CC3=CC=CC=C3N2,CN(C)C(=O)C1=CC(=CC=C1)NC(=O)C2=CC3=CC=CC=C3N2,4,1
11616,32870968,2,3,319.4,2.6,CNC(=O)C1=CC=CC(=C1)CNC(=O)C2=NC3=CC=CC=C3C=C2,CNC(=O)C1=CC=CC(=C1)CNC(=O)C2=NC3=CC=CC=C3C=C2,3,1
11617,32917456,1,1,270.37,4.3,CC1CCC(CC1)N(C)C(=O)C2=CC3=CC=CC=C3N2,CC1CCC(CC1)N(C)C(=O)C2=CC3=CC=CC=C3N2,4,1
11618,32920423,2,2,361.5,4.1,CC1=C(NC2=C1C=C(C=C2)C(=O)NCC(C)N3CCC4=CC=CC=C4C3)C,CC1=C(NC2=C1C=C(C=C2)C(=O)NC[C@H](C)N3CCC4=CC=CC=C4C3)C,6,1
11619,32920429,2,2,361.5,4.1,CC1=C(NC2=C1C=C(C=C2)C(=O)NCC(C)N3CCC4=CC=CC=C4C3)C,CC1=C(NC2=C1C=C(C=C2)C(=O)NC[C@@H](C)N3CCC4=CC=CC=C4C3)C,6,0
11620,33007479,1,5,336.4,1.2,CN(C)S(=O)(=O)N1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,CN(C)S(=O)(=O)N1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,2,1
11621,33012804,1,2,361.4,3.5,CC1=CC(=CC(=C1)C(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3)C,CC1=CC(=CC(=C1)C(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3)C,6,1
11622,33029436,1,2,291.3,2.7,CC1=NC(=CC=C1)C(=O)N2CCC3=C(C2)C4=CC=CC=C4N3,CC1=NC(=CC=C1)C(=O)N2CCC3=C(C2)C4=CC=CC=C4N3,1,1
11623,33058730,1,2,327.4,3.2,CC(C)(C)CC(=O)N1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,CC(C)(C)CC(=O)N1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,4,1
11624,33076292,2,1,244.33,4.1,CC(C)CCCNC(=O)C1=CC2=CC=CC=C2N1,CC(C)CCCNC(=O)C1=CC2=CC=CC=C2N1,2,1
11625,33095365,3,2,293.32,2.0,C1=CC=C2C(=C1)C=C(N2)C(=O)NCC3=CC(=CC=C3)C(=O)N,C1=CC=C2C(=C1)C=C(N2)C(=O)NCC3=CC(=CC=C3)C(=O)N,5,1
11626,33103666,1,2,327.4,3.3,CCC(CC)C(=O)N1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,CCC(CC)C(=O)N1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,4,1
11627,33136570,2,3,390.5,4.4,CC1=CC(=C2C=C(NC2=C1)C(=O)NCCCN3CCN(CC3)C4=CC=CC=C4)C,CC1=CC(=C2C=C(NC2=C1)C(=O)NCCCN3CCN(CC3)C4=CC=CC=C4)C,3,1
11628,33165960,2,2,347.5,3.8,CC(C)(CNC(=O)C1=CC2=CC=CC=C2N1)N3CCC4=CC=CC=C4C3,CC(C)(CNC(=O)C1=CC2=CC=CC=C2N1)N3CCC4=CC=CC=C4C3,6,1
11629,33168115,1,2,361.4,3.6,CCC1=CC=C(C=C1)C(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,CCC1=CC=C(C=C1)C(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,6,1
11630,33181177,1,2,346.4,4.0,CC1=CC2=C(C=C1)C=C(N2)C(=O)N3CCC(CC3)C(=O)C4=CC=CC=C4,CC1=CC2=C(C=C1)C=C(N2)C(=O)N3CCC(CC3)C(=O)C4=CC=CC=C4,4,1
11631,33283526,2,1,278.3,3.9,CC1=CC(=CC=C1)CNC(=O)C2=CC3=C(N2)C=CC(=C3)C,CC1=CC(=CC=C1)CNC(=O)C2=CC3=C(N2)C=CC(=C3)C,6,1
11632,33283560,2,1,278.3,3.9,CC1=CC(=CC=C1)CNC(=O)C2=CC3=C(N2)C=C(C=C3)C,CC1=CC(=CC=C1)CNC(=O)C2=CC3=C(N2)C=C(C=C3)C,3,1
11633,33351786,1,3,359.4,3.3,CNC(=O)C1=CC=C(C=C1)CN(C2CC2)C(=O)C3=NC4=CC=CC=C4C=C3,CNC(=O)C1=CC=C(C=C1)CN(C2CC2)C(=O)C3=NC4=CC=CC=C4C=C3,1,1
